,0
245,0.0029
246,-0.002100000000000001
247,0.002700000000000001
248,-0.002200000000000004
249,0.004200000000000002
250,-0.000899999999999998
251,-0.0005999999999999998
252,-0.0005999999999999998
253,0.001799999999999996
254,9.99999999999994e-05
255,0.0007000000000000027
256,0.002799999999999997
257,0.001799999999999996
258,-0.000899999999999998
259,0.0014999999999999979
260,-0.003700000000000002
261,0.0005000000000000004
262,0.002200000000000004
263,0.000899999999999998
264,-0.0007000000000000027
265,0.0022999999999999965
266,0.001899999999999999
267,0.0012000000000000031
268,-0.0005999999999999998
269,-0.002999999999999999
270,0.0019999999999999983
271,0.00030000000000000165
272,0.0003999999999999976
273,-0.0011000000000000003
274,0.0008000000000000021
275,0.002200000000000004
276,0.001799999999999996
277,-0.0009999999999999974
278,0.001799999999999996
279,0.0013000000000000025
280,0.001899999999999999
281,-0.001899999999999999
282,0.0003999999999999976
283,-0.002700000000000001
284,-0.0017000000000000036
285,-0.00020000000000000226
286,0.0036000000000000025
287,-0.0019999999999999983
288,0.0012000000000000031
289,-0.000899999999999998
290,-0.004299999999999998
291,-0.0017000000000000036
292,-0.00030000000000000165
293,-0.0011000000000000003
294,0.0007000000000000027
295,0.0032000000000000015
296,0.001899999999999999
297,-0.0013000000000000025
298,-0.0032999999999999974
299,-0.0008000000000000021
300,-0.0012000000000000031
301,-0.002700000000000001
302,0.0009999999999999974
303,-0.0003999999999999976
304,0.0008000000000000021
305,0.001799999999999996
306,-0.002100000000000001
307,-0.003100000000000002
308,0.004200000000000002
309,-0.0012000000000000031
310,0.0023999999999999994
311,0.001799999999999996
312,-0.0016000000000000007
313,-0.0005999999999999998
314,-0.00030000000000000165
315,0.0013999999999999985
316,-0.0009999999999999974
317,0.0
318,0.002100000000000001
319,-0.0032000000000000015
320,0.0005000000000000004
321,0.0017000000000000036
322,-0.001899999999999999
323,-0.0005000000000000004
324,-0.0008000000000000021
325,-0.0034999999999999996
326,-0.0005000000000000004
327,-0.004399999999999998
328,-0.00020000000000000226
329,0.00020000000000000226
330,-0.000899999999999998
331,0.0
332,-0.0013999999999999985
333,0.0013999999999999985
334,0.003799999999999998
335,-0.0026000000000000016
336,0.0
337,-0.0013999999999999985
338,0.003100000000000002
339,0.0023999999999999994
340,0.0009999999999999974
341,0.0012000000000000031
342,-0.0005000000000000004
343,0.004200000000000002
344,9.99999999999994e-05
345,-0.0026000000000000016
346,0.0003999999999999976
347,-0.0009999999999999974
348,-0.0003999999999999976
349,0.0016000000000000007
350,-0.0007000000000000027
351,-0.0016000000000000007
352,0.00020000000000000226
353,0.0009999999999999974
354,0.0034999999999999996
355,0.002700000000000001
356,0.00030000000000000165
357,-0.004200000000000002
358,0.0024999999999999988
359,-0.0003999999999999976
360,-0.002100000000000001
361,-0.0012000000000000031
362,0.0007000000000000027
363,-0.00030000000000000165
364,0.0009999999999999974
365,0.0013999999999999985
366,0.002700000000000001
367,-0.0013000000000000025
368,0.0013999999999999985
369,-0.0005000000000000004
370,0.0029
371,-0.001799999999999996
372,-0.0014999999999999979
373,0.00030000000000000165
374,0.001899999999999999
375,-0.0008000000000000021
376,0.00020000000000000226
377,0.0017000000000000036
378,-0.00030000000000000165
379,-0.0016000000000000007
380,0.0036000000000000025
381,-0.00030000000000000165
382,0.0008000000000000021
383,9.99999999999994e-05
384,-0.0007000000000000027
385,-0.0007000000000000027
386,9.99999999999994e-05
387,-0.0014999999999999979
388,0.000899999999999998
389,0.0007000000000000027
390,0.0022999999999999965
391,0.002700000000000001
392,-0.004100000000000003
393,0.00030000000000000165
394,-0.0005000000000000004
395,-0.0013000000000000025
396,-0.004299999999999998
397,0.0016000000000000007
398,-0.0005999999999999998
399,-0.002999999999999999
400,0.0013999999999999985
401,0.000899999999999998
402,9.99999999999994e-05
403,-0.002999999999999999
404,0.001899999999999999
405,-0.004100000000000003
406,-0.0013000000000000025
407,-0.0023999999999999994
408,0.0013000000000000025
409,-0.000899999999999998
410,-0.003100000000000002
411,-0.0007000000000000027
412,-0.0009999999999999974
413,0.0024999999999999988
414,-0.0017000000000000036
415,-0.0022999999999999965
416,-0.0016000000000000007
417,-0.001899999999999999
418,0.0005000000000000004
419,-0.0003999999999999976
420,0.00020000000000000226
421,0.0005999999999999998
422,-0.0017000000000000036
423,-0.0009999999999999974
424,-0.0008000000000000021
425,-0.00030000000000000165
426,0.001799999999999996
427,0.0011000000000000003
428,0.0011000000000000003
429,0.0019999999999999983
430,0.0023999999999999994
431,-0.001899999999999999
432,0.000899999999999998
433,-0.0012000000000000031
434,0.0029
435,0.0003999999999999976
436,9.99999999999994e-05
437,0.00020000000000000226
438,-0.000899999999999998
439,0.00030000000000000165
440,-0.0012000000000000031
441,0.005299999999999999
442,-0.0011000000000000003
443,-0.0011000000000000003
444,0.001799999999999996
445,0.0012000000000000031
446,0.002100000000000001
447,9.99999999999994e-05
448,0.0003999999999999976
449,-0.0022999999999999965
450,0.0024999999999999988
451,-0.0005000000000000004
452,0.0013999999999999985
453,0.00030000000000000165
454,0.0003999999999999976
455,0.0014999999999999979
456,0.0008000000000000021
457,-0.0029
458,-0.0005999999999999998
459,-0.0013000000000000025
460,0.0003999999999999976
461,0.0014999999999999979
462,0.00020000000000000226
463,-0.0029
464,0.0009999999999999974
465,-0.0005000000000000004
466,-0.0011000000000000003
467,-0.0008000000000000021
468,0.0034999999999999996
469,9.99999999999994e-05
470,9.99999999999994e-05
471,-0.0008000000000000021
472,-0.00030000000000000165
473,0.0
474,-0.0003999999999999976
475,-0.001899999999999999
476,0.0
477,-0.0011000000000000003
478,-0.0032999999999999974
479,-0.001799999999999996
480,0.001799999999999996
481,-0.0008000000000000021
482,-0.002200000000000004
483,0.0011000000000000003
484,0.005699999999999997
485,0.002100000000000001
486,0.002100000000000001
487,-0.001799999999999996
488,0.0009999999999999974
489,0.0023999999999999994
490,0.0022999999999999965
491,0.0008000000000000021
492,0.0013000000000000025
493,0.0017000000000000036
494,0.00030000000000000165
495,-0.0008000000000000021
496,-0.00020000000000000226
497,0.000899999999999998
498,0.0017000000000000036
499,-0.0016000000000000007
500,9.99999999999994e-05
501,-0.001799999999999996
502,9.99999999999994e-05
503,-9.99999999999994e-05
504,-0.00020000000000000226
505,0.0017000000000000036
506,0.0009999999999999974
507,-0.0017000000000000036
508,-0.00030000000000000165
509,-0.0022999999999999965
510,0.0019999999999999983
511,0.0012000000000000031
512,0.0005000000000000004
513,-0.002100000000000001
514,0.003799999999999998
515,0.00020000000000000226
516,0.0009999999999999974
517,0.0005000000000000004
518,0.0005000000000000004
519,0.0024999999999999988
520,-0.0009999999999999974
521,-0.0003999999999999976
522,-0.000899999999999998
523,0.0009999999999999974
524,0.00030000000000000165
525,0.0032000000000000015
526,-0.0022999999999999965
527,0.0005000000000000004
528,-0.001799999999999996
529,-0.0005999999999999998
530,-0.00020000000000000226
531,0.0024999999999999988
532,-0.0016000000000000007
533,0.0009999999999999974
534,0.0016000000000000007
535,-0.00020000000000000226
536,0.002700000000000001
537,0.001799999999999996
538,-0.0005999999999999998
539,0.002100000000000001
540,0.0019999999999999983
541,0.002200000000000004
542,0.0013999999999999985
543,0.0013000000000000025
544,-0.003100000000000002
545,-0.00030000000000000165
546,-0.0013000000000000025
547,0.0009999999999999974
548,0.0007000000000000027
549,-0.0013999999999999985
550,-0.0017000000000000036
551,0.00030000000000000165
552,0.0014999999999999979
553,0.0005000000000000004
554,0.0005999999999999998
555,-0.001899999999999999
556,0.0003999999999999976
557,0.0011000000000000003
558,0.001899999999999999
559,-0.00020000000000000226
560,0.0012000000000000031
561,0.00020000000000000226
562,0.0019999999999999983
563,-0.0003999999999999976
564,-0.0023999999999999994
565,0.0022999999999999965
566,0.002100000000000001
567,0.0011000000000000003
568,0.0005999999999999998
569,-0.0003999999999999976
570,0.0
571,-0.00020000000000000226
572,0.006100000000000001
573,0.002100000000000001
574,0.0011000000000000003
575,-0.0003999999999999976
576,0.0017000000000000036
577,-0.0014999999999999979
578,0.000899999999999998
579,0.0003999999999999976
580,-0.0013000000000000025
581,-0.0013999999999999985
582,-0.005100000000000004
583,0.0034000000000000002
584,9.99999999999994e-05
585,0.0005999999999999998
586,-9.99999999999994e-05
587,-0.0012000000000000031
588,0.0014999999999999979
589,-0.0012000000000000031
590,0.0023999999999999994
591,-0.002100000000000001
592,-0.0026000000000000016
593,-9.99999999999994e-05
594,0.00030000000000000165
595,0.0013000000000000025
596,0.0009999999999999974
597,-0.0016000000000000007
598,-0.0013000000000000025
599,0.0012000000000000031
600,0.0
601,-0.002200000000000004
602,0.0024999999999999988
603,-0.0007000000000000027
604,0.0009999999999999974
605,-0.00020000000000000226
606,0.004700000000000003
607,-0.0007000000000000027
608,-0.001899999999999999
609,0.000899999999999998
610,0.000899999999999998
611,-0.000899999999999998
612,0.0024999999999999988
613,0.002999999999999999
614,0.0016000000000000007
615,-0.0007000000000000027
616,9.99999999999994e-05
617,9.99999999999994e-05
618,-0.0014999999999999979
619,0.0011000000000000003
620,-0.002700000000000001
621,-0.0008000000000000021
622,-0.00030000000000000165
623,-0.000899999999999998
624,0.0013999999999999985
625,0.0003999999999999976
626,-0.0003999999999999976
627,-0.0005000000000000004
628,-0.000899999999999998
629,-0.0012000000000000031
630,-0.0014999999999999979
631,0.0005000000000000004
632,0.0011000000000000003
633,-0.0024999999999999988
634,-0.00020000000000000226
635,-0.0029
636,0.0009999999999999974
637,-0.0014999999999999979
638,-0.0012000000000000031
639,-0.0007000000000000027
640,-0.0013000000000000025
641,0.004399999999999998
642,0.0019999999999999983
643,-0.00030000000000000165
644,0.0011000000000000003
645,-0.0005999999999999998
646,0.003100000000000002
647,0.00020000000000000226
648,-0.001799999999999996
649,0.0014999999999999979
650,-0.0012000000000000031
651,-0.005600000000000001
652,0.0013000000000000025
653,0.0005999999999999998
654,9.99999999999994e-05
655,-0.0019999999999999983
656,-0.0019999999999999983
657,-9.99999999999994e-05
658,0.0011000000000000003
659,-0.0005000000000000004
660,-0.0013000000000000025
661,-0.0013000000000000025
662,0.0007000000000000027
663,-0.0008000000000000021
664,0.0012000000000000031
665,-0.0013999999999999985
666,0.0003999999999999976
667,0.0003999999999999976
668,-9.99999999999994e-05
669,-0.0009999999999999974
670,0.0007000000000000027
671,0.002700000000000001
672,-0.0007000000000000027
673,-0.0005000000000000004
674,0.00020000000000000226
675,-9.99999999999994e-05
676,-0.0008000000000000021
677,-0.0024999999999999988
678,0.0
679,-0.0005000000000000004
680,0.0012000000000000031
681,-0.00030000000000000165
682,-0.0012000000000000031
683,-0.0013000000000000025
684,-0.002700000000000001
685,0.0005000000000000004
686,0.0005000000000000004
687,0.0013999999999999985
688,9.99999999999994e-05
689,0.0019999999999999983
690,9.99999999999994e-05
691,-0.0003999999999999976
692,0.0023999999999999994
693,-0.002100000000000001
694,0.0013000000000000025
695,0.0005000000000000004
696,-0.001799999999999996
697,0.0013999999999999985
698,0.0008000000000000021
699,0.004200000000000002
700,0.002100000000000001
701,-9.99999999999994e-05
702,0.0009999999999999974
703,0.0009999999999999974
704,0.0008000000000000021
705,-0.0014999999999999979
706,0.0013000000000000025
707,-0.0005999999999999998
708,0.0003999999999999976
709,9.99999999999994e-05
710,0.0008000000000000021
711,-0.001799999999999996
712,0.0009999999999999974
713,-0.0009999999999999974
714,-0.002700000000000001
715,-0.0009999999999999974
716,0.0003999999999999976
717,0.0011000000000000003
718,0.0011000000000000003
719,0.0029
720,0.0012000000000000031
721,0.0013999999999999985
722,-0.0007000000000000027
723,0.00020000000000000226
724,0.000899999999999998
725,-0.0011000000000000003
726,0.0013999999999999985
727,0.00030000000000000165
728,0.0005999999999999998
729,0.0017000000000000036
730,0.000899999999999998
731,0.0005000000000000004
732,0.0005000000000000004
733,0.0005000000000000004
734,-0.00030000000000000165
735,0.002799999999999997
736,0.0013999999999999985
737,-0.0007000000000000027
738,0.0
739,-0.0007000000000000027
740,-0.00030000000000000165
741,-0.001899999999999999
742,-9.99999999999994e-05
743,0.0013999999999999985
744,0.00020000000000000226
745,0.002700000000000001
746,9.99999999999994e-05
747,-0.000899999999999998
748,-0.00020000000000000226
749,0.0008000000000000021
750,-0.0009999999999999974
751,0.000899999999999998
752,-0.001799999999999996
753,0.0034999999999999996
754,0.0032999999999999974
755,0.00020000000000000226
756,-0.0005999999999999998
757,0.0005000000000000004
758,-0.0013999999999999985
759,0.0013000000000000025
760,-0.002799999999999997
761,-0.001799999999999996
762,-0.00030000000000000165
763,9.99999999999994e-05
764,-0.003100000000000002
765,0.0014999999999999979
766,0.0016000000000000007
767,-0.0011000000000000003
768,0.0017000000000000036
769,0.002999999999999999
770,0.0032000000000000015
771,-0.0005000000000000004
772,0.00020000000000000226
773,0.0032999999999999974
774,9.99999999999994e-05
775,-0.0026000000000000016
776,-0.004799999999999999
777,0.001799999999999996
778,0.00030000000000000165
779,-0.0008000000000000021
780,-0.0011000000000000003
781,0.0019999999999999983
782,9.99999999999994e-05
783,-0.0007000000000000027
784,-9.99999999999994e-05
785,-0.0013999999999999985
786,-0.00030000000000000165
787,0.0007000000000000027
788,-0.0014999999999999979
789,0.0012000000000000031
790,0.0013000000000000025
791,-0.0008000000000000021
792,-0.0019999999999999983
793,-0.0014999999999999979
794,-0.0034999999999999996
795,-0.00030000000000000165
796,-9.99999999999994e-05
797,-0.0013000000000000025
798,-0.00020000000000000226
799,0.0003999999999999976
800,-0.0016000000000000007
801,-0.0014999999999999979
802,0.0005999999999999998
803,-0.0005999999999999998
804,0.0019999999999999983
805,0.00030000000000000165
806,0.00020000000000000226
807,-0.00030000000000000165
808,-0.004
809,-0.0019999999999999983
810,0.0032999999999999974
811,-0.0007000000000000027
812,-0.0013999999999999985
813,-0.003100000000000002
814,-0.002700000000000001
815,0.0017000000000000036
816,-0.0008000000000000021
817,0.0024999999999999988
818,0.0009999999999999974
819,0.0009999999999999974
820,0.0013000000000000025
821,0.0007000000000000027
822,9.99999999999994e-05
823,0.0
824,-0.004700000000000003
825,9.99999999999994e-05
826,0.0034999999999999996
827,9.99999999999994e-05
828,0.0005999999999999998
829,0.0024999999999999988
830,0.0014999999999999979
831,-0.00030000000000000165
832,0.0014999999999999979
833,0.0014999999999999979
834,0.0016000000000000007
835,-0.0003999999999999976
836,0.00020000000000000226
837,0.002200000000000004
838,0.0005999999999999998
839,0.0013999999999999985
840,0.001899999999999999
841,-0.0019999999999999983
842,-0.0011000000000000003
843,0.0008000000000000021
844,-0.000899999999999998
845,0.0008000000000000021
846,-0.0024999999999999988
847,0.0029
848,0.0008000000000000021
849,-0.00030000000000000165
850,0.0003999999999999976
851,0.0
852,-0.00020000000000000226
853,-0.001799999999999996
854,-0.00030000000000000165
855,0.0
856,-0.002799999999999997
857,0.0012000000000000031
858,0.0009999999999999974
859,-0.0029
860,0.0013000000000000025
861,0.0005999999999999998
862,0.0014999999999999979
863,-0.0019999999999999983
864,0.001799999999999996
865,0.000899999999999998
866,0.0024999999999999988
867,0.00030000000000000165
868,-0.0003999999999999976
869,-0.0017000000000000036
870,-0.0014999999999999979
871,-0.0008000000000000021
872,-0.0009999999999999974
873,-9.99999999999994e-05
874,-0.00020000000000000226
875,-0.0008000000000000021
876,-0.002100000000000001
877,0.004299999999999998
878,0.0013000000000000025
879,0.00020000000000000226
880,-0.0011000000000000003
881,0.0026000000000000016
882,0.003700000000000002
883,0.0008000000000000021
884,0.001799999999999996
885,-0.00030000000000000165
886,-0.0005999999999999998
887,-0.0012000000000000031
888,-0.0011000000000000003
889,0.00030000000000000165
890,0.001799999999999996
891,-0.0023999999999999994
892,0.0003999999999999976
893,-0.0008000000000000021
894,-0.0005999999999999998
895,-0.0014999999999999979
896,-0.0013999999999999985
897,-0.0014999999999999979
898,-0.0008000000000000021
899,0.00030000000000000165
900,-0.0016000000000000007
901,0.0016000000000000007
902,-0.0012000000000000031
903,-0.0012000000000000031
904,0.0019999999999999983
905,-0.001799999999999996
906,0.0012000000000000031
907,0.00020000000000000226
908,0.0016000000000000007
909,-0.0023999999999999994
910,-0.0024999999999999988
911,0.0
912,-0.0009999999999999974
913,-0.002700000000000001
914,-0.002799999999999997
915,-0.0012000000000000031
916,-0.0022999999999999965
917,-0.0013000000000000025
918,0.000899999999999998
919,-0.004
920,0.00020000000000000226
921,0.0012000000000000031
922,0.0
923,-0.0016000000000000007
924,-0.0009999999999999974
925,-0.0019999999999999983
926,0.003799999999999998
927,0.0005999999999999998
928,-0.0007000000000000027
929,-0.0005999999999999998
930,-0.0005999999999999998
931,-0.0003999999999999976
932,-0.003100000000000002
933,-0.0024999999999999988
934,-0.00030000000000000165
935,0.0012000000000000031
936,-0.003100000000000002
937,0.0016000000000000007
938,0.0
939,0.0016000000000000007
940,-0.002100000000000001
941,-0.0011000000000000003
942,-0.002100000000000001
943,-0.0011000000000000003
944,-0.0012000000000000031
945,-0.0007000000000000027
946,-0.000899999999999998
947,0.001899999999999999
948,0.001899999999999999
949,0.0003999999999999976
950,-0.001899999999999999
951,-0.0003999999999999976
952,0.0008000000000000021
953,-0.0012000000000000031
954,0.0009999999999999974
955,0.000899999999999998
956,9.99999999999994e-05
957,-9.99999999999994e-05
958,0.002100000000000001
959,-0.0005999999999999998
960,-9.99999999999994e-05
961,0.002200000000000004
962,-0.0019999999999999983
963,-0.0022999999999999965
964,0.0019999999999999983
965,-0.0014999999999999979
966,0.0008000000000000021
967,0.003700000000000002
968,0.0012000000000000031
969,0.0009999999999999974
970,0.002799999999999997
971,-9.99999999999994e-05
972,0.00020000000000000226
973,0.00020000000000000226
974,0.002799999999999997
975,0.0019999999999999983
976,-0.005600000000000001
977,-0.0034999999999999996
978,0.002799999999999997
979,-0.0005000000000000004
980,0.0019999999999999983
981,0.00030000000000000165
982,0.0005000000000000004
983,-0.0008000000000000021
984,0.0008000000000000021
985,0.0012000000000000031
986,-0.00030000000000000165
987,-0.00020000000000000226
988,0.0012000000000000031
989,0.0008000000000000021
990,0.0
991,0.000899999999999998
992,-0.0007000000000000027
993,0.0009999999999999974
994,-0.00020000000000000226
995,0.0013999999999999985
996,0.0007000000000000027
997,-0.0034000000000000002
998,0.0
999,-0.0013999999999999985
1000,-0.0009999999999999974
1001,-0.003799999999999998
1002,0.001899999999999999
1003,-0.0005000000000000004
1004,0.0013000000000000025
1005,0.0003999999999999976
1006,-0.0014999999999999979
1007,-0.002999999999999999
1008,-0.0017000000000000036
1009,0.001899999999999999
1010,-0.00030000000000000165
1011,0.0013999999999999985
1012,-0.0019999999999999983
1013,0.0014999999999999979
1014,0.0023999999999999994
1015,-0.000899999999999998
1016,0.0012000000000000031
1017,-0.0017000000000000036
1018,-0.0005999999999999998
1019,0.002200000000000004
1020,0.0029
1021,0.0008000000000000021
1022,-0.000899999999999998
1023,0.0019999999999999983
1024,-0.0032000000000000015
1025,0.001899999999999999
1026,-0.0013000000000000025
1027,-0.0005999999999999998
1028,0.002799999999999997
1029,0.0013999999999999985
1030,-0.0032000000000000015
1031,-0.003100000000000002
1032,0.0005000000000000004
1033,0.0014999999999999979
1034,0.001799999999999996
1035,0.0013000000000000025
1036,0.0023999999999999994
1037,0.0017000000000000036
1038,0.00020000000000000226
1039,-0.0026000000000000016
1040,-0.0026000000000000016
1041,-0.0022999999999999965
1042,0.0003999999999999976
1043,0.001799999999999996
1044,0.0007000000000000027
1045,-0.0013999999999999985
1046,-0.0013000000000000025
1047,-0.002100000000000001
1048,0.0008000000000000021
1049,0.0012000000000000031
1050,0.0017000000000000036
1051,-0.001799999999999996
1052,0.000899999999999998
1053,0.0032999999999999974
1054,0.0013000000000000025
1055,0.0036000000000000025
1056,-9.99999999999994e-05
1057,0.003100000000000002
1058,0.0005999999999999998
1059,0.00020000000000000226
1060,0.0029
1061,-0.00020000000000000226
1062,-9.99999999999994e-05
1063,0.003100000000000002
1064,-0.00030000000000000165
1065,0.0034999999999999996
1066,-0.0016000000000000007
1067,0.0013000000000000025
1068,0.000899999999999998
1069,0.0026000000000000016
1070,-0.002100000000000001
1071,-0.0005999999999999998
1072,-0.0003999999999999976
1073,-0.0013999999999999985
1074,0.00030000000000000165
1075,-0.0022999999999999965
1076,9.99999999999994e-05
1077,0.0003999999999999976
1078,-9.99999999999994e-05
1079,0.0013999999999999985
1080,-9.99999999999994e-05
1081,-0.00030000000000000165
1082,-0.0019999999999999983
1083,-0.001799999999999996
1084,0.0014999999999999979
1085,0.00020000000000000226
1086,-0.0022999999999999965
1087,-0.0013999999999999985
1088,-0.002999999999999999
1089,-0.0023999999999999994
1090,0.0009999999999999974
1091,-0.0014999999999999979
1092,-0.0026000000000000016
1093,0.0012000000000000031
1094,0.0013999999999999985
1095,0.0012000000000000031
1096,-0.0007000000000000027
1097,-0.0008000000000000021
1098,0.0007000000000000027
1099,-0.0003999999999999976
1100,-0.002200000000000004
1101,-0.0008000000000000021
1102,-0.00030000000000000165
1103,-0.0017000000000000036
1104,0.0005000000000000004
1105,0.0005999999999999998
1106,-0.0011000000000000003
1107,0.0009999999999999974
1108,-0.001899999999999999
1109,0.0014999999999999979
1110,0.002200000000000004
1111,0.0005999999999999998
1112,-0.00020000000000000226
1113,0.00020000000000000226
1114,-0.0005000000000000004
1115,0.004200000000000002
1116,0.0009999999999999974
1117,-0.0003999999999999976
1118,0.0022999999999999965
1119,-0.001799999999999996
1120,0.0008000000000000021
1121,0.0036000000000000025
1122,0.0017000000000000036
1123,0.0003999999999999976
1124,-0.00030000000000000165
1125,-0.0003999999999999976
1126,0.0009999999999999974
1127,0.0009999999999999974
1128,-0.0007000000000000027
1129,0.003100000000000002
1130,-0.000899999999999998
1131,0.0
1132,9.99999999999994e-05
1133,0.0017000000000000036
1134,-0.0036000000000000025
1135,0.0023999999999999994
1136,0.0
1137,-0.0012000000000000031
1138,0.0023999999999999994
1139,-0.0014999999999999979
1140,-0.004600000000000003
1141,0.001899999999999999
1142,0.0003999999999999976
1143,-0.003100000000000002
1144,0.0005000000000000004
